"pair_id"	"region"	"pos"	"donor_freq"	"recip_freq"
8	"HA"	526	1	0.991139915
8	"M"	870	1	0.992275035
8	"NA_"	762	1	0.992180775
8	"PB2"	50	1	0.96961705
8	"PB2"	522	1	0.992603895
9	"HA"	39	0.2266655	1
9	"PB2"	331	0.98494535	1
9	"HA"	855	1	0.991391745
9	"NA_"	285	1	0.98522193
9	"NA_"	70	1	0.990230195
10	"HA"	1498	0.992857375	1
10	"HA"	564	0.5387575	1
10	"HA"	66	0.98927554	1
10	"M"	685	0.99059513	1
10	"M"	997	0.99273636	1
10	"NA_"	1366	0.97789235	1
10	"NP"	1094	0.9942522	1
10	"NS"	286	0.99124834	1
10	"NS"	447	0.994291245	1
10	"PA"	1801	0.9917199	1
10	"PA"	1803	0.991961645	1
10	"PA"	1809	0.869485	1
10	"PA"	1819	0.983351	1
10	"PA"	1822	0.994574245	1
10	"PA"	281	0.98073835	1
10	"PA"	320	0.99311605	1
10	"PA"	416	0.99246948	1
10	"PA"	532	0.8977752	1
10	"PB1"	1008	0.990787195	1
10	"PB1"	1392	0.990321765	1
10	"PB1"	2049	0.92758005	1
10	"PB1"	495	0.9416502	1
10	"PB2"	2064	0.98541045	1
10	"PB2"	494	0.98856939	1
10	"PB2"	759	0.98896143	1
10	"NS"	56	0.994052685	1
10	"HA"	686	1	0.8175295
10	"M"	607	1	0.9653443
10	"M"	802	1	0.99216995
10	"NA_"	710	1	0.9804335
10	"NP"	1084	1	0.940389
10	"NP"	377	1	0.9906336
10	"PA"	1987	1	0.9768328
10	"PB2"	2037	1	0.03969795
10	"PB2"	242	1	0.990283045
10	"PB2"	246	1	0.990053375
11	"M"	997	0.994035705	1
11	"NA_"	1180	0.97942225	1
11	"PA"	113	0.98755005	1
11	"PA"	120	0.98688945	1
11	"PA"	128	0.98548375	1
11	"PA"	35	0.9829522	1
11	"PA"	94	0.98658555	1
11	"NP"	1196	1	0.98829471
11	"NP"	184	1	0.99109618
11	"NP"	347	1	0.99146396
11	"NP"	358	1	0.98937055
11	"NP"	377	1	0.990408255
11	"NS"	819	1	0.98796121
11	"PA"	1722	1	0.9798037
11	"PA"	261	1	0.99088829
11	"PA"	552	1	0.989883515
11	"PB2"	1954	1	0.2204175
11	"PB2"	212	1	0.95344215
11	"PB2"	242	1	0.9879164
11	"PB2"	246	1	0.98842125
12	"HA"	1212	0.9901257	1
12	"HA"	665	0.3656575	1
12	"NP"	377	0.99122889	1
12	"NP"	868	0.99347016	1
12	"PA"	1231	0.99086389	1
12	"PB2"	242	0.99004432	1
12	"PB2"	246	0.990186505	1
12	"PB2"	771	0.991316145	1
12	"PB2"	905	0.8861587	1
12	"NS"	241	1	0.990460765
13	"NA_"	1013	0.8595761	1
13	"NA_"	418	0.86955395	1
13	"M"	952	1	0.96820535
13	"NA_"	1121	1	0.98877031
13	"NP"	301	1	0.9839959
13	"PA"	1938	1	0.9437172
13	"PA"	243	1	0.81433
13	"PB1"	2068	1	0.9582514
13	"PB2"	1840	1	0.99057825
13	"PB2"	1886	1	0.9714452
13	"PB2"	1977	1	0.9541185
13	"PB2"	2035	1	0.92673405
13	"PB2"	242	1	0.994362465
13	"PB2"	334	1	0.88493
13	"PB2"	561	1	0.8642675
13	"PB1"	159	1	0.992281585
14	"NA_"	524	0.9838162	1
14	"PB1"	1895	0.02095905	0.0351704
14	"NS"	672	0.421819	0.07969775
14	"NS"	297	1	0.992447925
14	"PA"	2012	1	0.993580415
14	"PA"	363	1	0.98837715
14	"PB1"	2027	1	0.99323857
15	"HA"	1454	0.86878355	1
15	"HA"	647	0.987118785	1
15	"HA"	758	0.85562065	1
15	"M"	982	0.99011353	1
15	"NA_"	475	0.99303544	1
15	"NA_"	787	0.993802035	1
15	"NA_"	868	0.007107735	1
15	"PA"	1926	0.991229105	1
15	"PA"	323	0.90803975	1
15	"PB2"	636	0.9829918	1
15	"HA"	1118	1	0.99311865
15	"HA"	459	1	0.750014
15	"M"	576	1	0.932372
15	"NA_"	388	1	0.9939523
15	"NA_"	604	1	0.98464485
15	"NS"	456	1	0.8569215
15	"PA"	1729	1	0.8987873
15	"PB1"	2031	1	0.97813835
15	"PB1"	63	1	0.99028889
15	"PB1"	707	1	0.98778795
15	"PB2"	68	1	0.9851579
16	"M"	875	0.993941475	1
16	"NA_"	427	0.980432035	1
16	"NA_"	494	0.97826813	1
16	"NA_"	718	0.9719719	1
16	"NP"	223	0.017136535	1
16	"NP"	328	0.985198235	1
16	"NP"	377	0.990556085	1
16	"NP"	982	0.983285435	1
16	"NS"	192	0.99153614	1
16	"PA"	1101	0.9829191	1
16	"PB1"	547	0.983077835	1
16	"PB1"	656	0.97144315	1
16	"PB2"	1224	0.98250805	1
16	"NS"	703	0.9857726	1
16	"NA_"	209	1	0.96089535
16	"PA"	1652	1	0.992841935
16	"PB1"	589	1	0.993001935
17	"M"	625	0.74955	1
17	"M"	893	0.99205803	1
17	"NP"	377	0.993375625	1
17	"PB1"	2248	0.986581555	1
17	"PB2"	242	0.98843185	1
17	"PB1"	206	0.97876785	1
17	"HA"	1349	1	0.9636369
17	"NA_"	1194	1	0.9863833
17	"NP"	1156	1	0.9054419
17	"NP"	1447	1	0.9482876
17	"M"	780	1	0.97575745
18	"M"	904	0.987863255	1
18	"NA_"	795	0.9829644	1
18	"NP"	1000	0.93523625	1
18	"NP"	377	0.99053723	1
18	"NP"	814	0.99327745	1
18	"NP"	912	0.99452666	1
18	"PB1"	2085	0.9910517	1
18	"PB2"	1134	0.992177385	1
18	"PB2"	1378	0.99010604	1
18	"PB2"	2232	0.9735635	1
18	"PB2"	552	0.9836074	1
18	"PB2"	596	0.97502245	1
18	"PB1"	372	0.9837428	1
18	NA	NA	NA	NA
19	"NA_"	1312	0.9762666	1
19	"NP"	429	0.993595285	1
19	"PA"	199	0.97846155	1
19	"PA"	468	0.9773236	1
19	"PB1"	657	0.9477937	1
19	"PB2"	286	0.9766965	1
19	"NP"	428	1	0.98507445
19	"PA"	156	1	0.99256916
19	"PA"	1940	1	0.979044455
19	"PA"	2025	1	0.96026955
19	"PA"	267	1	0.9835018
19	"PB1"	1141	1	0.9758586
19	"PB2"	2052	1	0.97124656
19	"PB2"	419	1	0.9654335
20	"HA"	1103	0.99318164	1
20	"HA"	219	0.993236075	1
20	"HA"	626	0.98800405	1
20	"HA"	628	0.0140153	0.0133591
20	"HA"	836	0.96669355	1
20	"NA_"	169	0.992109005	1
20	"NA_"	52	0.9842974	1
20	"NA_"	569	0.97378435	1
20	"NP"	543	0.98696665	1
20	"PA"	193	0.97487565	1
20	"PB1"	2031	0.9553563	1
20	"PB1"	2169	0.99115232	1
20	"PB1"	284	0.992231885	1
20	"PB2"	2067	0.99252116	1
20	"PB2"	2071	0.98880215	1
20	"PB2"	242	0.98741425	1
20	"HA"	1301	1	0.989479295
20	"HA"	791	1	0.98845045
20	"NA_"	276	1	0.993409865
20	"NA_"	58	1	0.97704975
20	"NS"	435	1	0.9839533
20	"PA"	1414	1	0.9854965
20	"PA"	848	1	0.989893265
20	"PB1"	2256	1	0.9934279
20	"NS"	597	1	0.9883225
21	"HA"	1354	0.07123585	1
21	"HA"	582	0.983365925	1
21	"M"	321	0.992951955	1
21	"M"	517	0.991095385	1
21	"NA_"	102	0.9654537	1
21	"NA_"	459	0.97287985	1
21	"NP"	377	0.99149329	1
21	"NP"	899	0.92411455	1
21	"PA"	1101	0.6907215	1
21	"PA"	1704	0.9583685	1
21	"PB1"	1385	0.9763035	1
21	"PB1"	1386	0.534264	1
21	"PB2"	242	0.986959825	1
21	"PB2"	246	0.9876856	1
21	"PB2"	249	0.990383415	1
21	"HA"	1623	1	0.9702237
21	"HA"	500	1	0.9774592
21	"HA"	799	1	0.99083838
21	"M"	547	1	0.98405285
21	"NA_"	399	1	0.990546075
21	"NA_"	83	1	0.9927635
21	"PB2"	891	1	0.9677606
22	"HA"	1334	0.9884304	1
22	"HA"	225	0.993478545	1
22	"HA"	49	0.9840325	1
22	"NA_"	901	0.9807964	1
22	"NP"	377	0.99059969	1
22	"PA"	302	0.994402145	1
22	"PB2"	242	0.99261229	1
22	"PB2"	246	0.990797455	1
22	"PB2"	915	0.9350875	1
22	"PA"	330	1	0.96703305
22	"PA"	435	1	0.98108285
22	"PA"	438	1	0.9805386
22	"PB1"	1802	1	0.989525215
22	"PB1"	51	1	0.949719
22	"PB2"	1699	1	0.9779417
22	"PB2"	1933	1	0.986368775
23	"M"	504	0.99119068	1
23	"M"	997	0.99227391	1
23	"NP"	271	0.98927832	1
23	"NP"	377	0.99224963	1
23	"PA"	1503	0.991304305	1
23	"NA_"	1208	1	0.822419
23	"NP"	1105	1	0.989599905
23	"NP"	493	1	0.992774205
23	"PB2"	102	1	0.9231625
24	"HA"	628	0.990307065	1
24	"HA"	754	0.987214975	1
24	"NA_"	282	0.99093597	1
24	"PA"	1502	0.03981725	0.0205091
24	"PA"	1616	0.9680572	1
24	"PA"	1969	NA	NA
24	"PB1"	537	0.97026255	1
24	"PB1"	548	0.9788041	1
24	"PB1"	859	0.98209235	1
24	"PB2"	170	0.990172515	1
24	"PB2"	42	0.96787125	1
24	"PB2"	945	0.991922265	1
24	"HA"	1205	1	0.987073
24	"NA_"	1097	1	0.9811191
24	"NA_"	486	1	0.99348733
24	"NP"	687	1	0.9932536
24	"NS"	374	1	0.110564
24	"PA"	168	1	0.7465565
24	"PA"	1945	1	0.96129905
24	"PA"	1946	1	0.96033555
24	"PA"	1948	1	0.964132
24	"PA"	1949	1	0.96480485
24	"PA"	1954	1	0.96627395
24	"PA"	1957	1	0.96278255
24	"PA"	1959	1	0.9570009
24	"PA"	1964	1	0.95625205
24	"PA"	1965	1	0.9593559
24	"PA"	1966	1	0.9571366
24	"PA"	801	1	0.990024845
24	"PB1"	2091	1	0.90383645
24	"PB1"	590	1	0.990362465
24	"PB2"	1623	1	0.991216345
24	"NS"	585	1	0.98597855
24	"NS"	603	1	0.98895035
25	"HA"	1205	0.987073	1
25	"NA_"	1097	0.9811191	1
25	"NA_"	486	0.99348733	1
25	"NP"	687	0.9932536	1
25	"NS"	374	0.110564	1
25	"PA"	1502	0.0205091	0.03981725
25	"PA"	168	0.7465565	1
25	"PA"	1945	0.96129905	1
25	"PA"	1946	0.96033555	1
25	"PA"	1948	0.964132	1
25	"PA"	1949	0.96480485	1
25	"PA"	1954	0.96627395	1
25	"PA"	1957	0.96278255	1
25	"PA"	1959	0.9570009	1
25	"PA"	1964	0.95625205	1
25	"PA"	1965	0.9593559	1
25	"PA"	1966	0.9571366	1
25	"PA"	1969	NA	NA
25	"PA"	801	0.990024845	1
25	"PB1"	2091	0.90383645	1
25	"PB1"	590	0.990362465	1
25	"PB2"	1623	0.991216345	1
25	"NS"	585	0.98597855	1
25	"NS"	603	0.98895035	1
25	"HA"	628	1	0.990307065
25	"HA"	754	1	0.987214975
25	"NA_"	282	1	0.99093597
25	"PA"	1616	1	0.9680572
25	"PB1"	537	1	0.97026255
25	"PB1"	548	1	0.9788041
25	"PB1"	859	1	0.98209235
25	"PB2"	170	1	0.990172515
25	"PB2"	42	1	0.96787125
25	"PB2"	945	1	0.991922265
26	"HA"	628	0.9810609	1
26	"HA"	754	0.01512695	0.01600575
26	"NA_"	257	0.9684368	1
26	"NA_"	307	0.97372505	1
26	"NS"	380	0.98269945	1
26	"NS"	528	0.9859456	1
26	"PA"	1502	0.04336925	0.02123285
26	"PB1"	859	0.98109165	1
26	"M"	607	1	0.9688711
26	"PB2"	217	1	0.991236235
26	"NS"	675	1	0.742891
27	"HA"	628	0.007414315	0.008896195
27	"HA"	789	0.98983798	1
27	"HA"	884	0.9717902	1
27	"NA_"	443	0.01166044	0.02748845
27	"NP"	1162	0.97363475	1
27	"PA"	1218	0.993962695	1
27	"PA"	1502	0.0147529	0.02057045
27	"PA"	1677	0.98576565	1
27	"PA"	1743	0.98735945	1
27	"PA"	1844	0.02399815	0.02369925
27	"PA"	258	0.9923356	1
27	"PA"	557	0.990426685	1
27	"PA"	558	0.990021605	1
27	"PA"	562	0.993486365	1
27	"PB1"	184	0.993611535	1
27	"PB1"	1980	0.96074125	1
27	"PB1"	2063	0.98683375	1
27	"PB1"	2192	0.99295939	1
27	"PB1"	602	0.993062255	1
27	"PB2"	1368	0.9889166	1
27	"PB2"	1440	0.98881585	1
27	"PB2"	1650	0.9893729	1
27	"PB2"	193	0.43673	0.03880805
27	"PB2"	2306	0.98342545	1
27	"PB2"	232	0.98421225	1
27	"HA"	101	1	0.98858418
27	"HA"	1255	1	0.992361635
27	"HA"	224	1	0.97818435
27	"PB2"	1137	1	0.98836003
27	"PB2"	1759	1	0.9269967
27	"PB2"	1840	1	0.9599919
28	"NA_"	283	0.95658115	1
28	"NA_"	459	0.99041044	1
28	"NA_"	987	0.96101925	1
28	"NP"	150	0.6931475	1
28	"PA"	1502	0.06587625	0.04427125
28	"PA"	575	0.991531005	1
28	"PA"	577	0.98992378	1
28	"PB2"	2037	1	0.98569582
29	"HA"	482	0.9800228	1
29	"HA"	628	0.009533305	0.007485285
29	"M"	148	0.986975	1
29	"M"	283	0.994293195	1
29	"NP"	707	0.9856116	1
29	"NS"	315	0.9861853	1
29	"NS"	379	0.97957695	1
29	"PA"	1502	0.01810275	0.04568765
29	"PA"	1903	0.98857121	1
29	"PA"	229	0.99047273	1
29	"PA"	231	0.9920538	1
29	"PB1"	144	0.98781878	1
29	"PB1"	2230	0.990276395	1
29	"PB1"	2234	0.993435225	1
29	"PB1"	2235	0.99349088	1
29	"PB2"	1341	0.9760091	1
29	"PB2"	2058	0.98592845	1
29	"NA_"	599	1	0.97718995
29	"PB1"	2144	1	0.992779265
29	"PB1"	2279	1	0.993676115
29	"PB1"	859	1	0.989334725
29	"PB2"	1999	1	0.98610555
29	"PB2"	482	1	0.92056865
29	"PB2"	737	1	0.98541345
30	"HA"	482	0.9800228	1
30	"HA"	628	0.990466695	1
30	"M"	148	0.986975	1
30	"M"	283	0.994293195	1
30	"NP"	707	0.9856116	1
30	"NS"	315	0.9861853	1
30	"NS"	379	0.97957695	1
30	"PA"	1502	0.01810275	0.04039525
30	"PA"	1903	0.98857121	1
30	"PA"	229	0.99047273	1
30	"PA"	231	0.9920538	1
30	"PB1"	144	0.98781878	1
30	"PB1"	2230	0.990276395	1
30	"PB1"	2234	0.993435225	1
30	"PB1"	2235	0.99349088	1
30	"PB2"	1341	0.9760091	1
30	"PB2"	2058	0.98592845	1
30	"HA"	754	1	0.985898985
30	"PB1"	859	1	0.9812618
30	"NS"	47	1	0.99047438
31	"HA"	1442	0.98661255	1
31	"HA"	628	0.011631205	0.0122758
31	"NS"	831	0.994000305	1
31	"PA"	1276	0.9701123	1
31	"PA"	1502	0.02493365	0.011539725
31	"PB2"	1686	0.993565535	1
31	"PB2"	341	0.7141395	1
31	"HA"	1190	1	0.9897417
31	"NP"	1419	1	0.99359733
31	"NS"	291	1	0.983576
31	"PA"	1239	1	0.98829935
31	"PA"	1858	1	0.992182105
31	"PB1"	426	1	0.5981245
31	"PB1"	90	1	0.0394476
31	"PB2"	2211	1	0.99383572
31	"PB2"	770	1	0.99454073
32	"HA"	1442	0.98661255	1
32	"HA"	628	0.011631205	0.01489205
32	"NS"	831	0.994000305	1
32	"PA"	1276	0.9701123	1
32	"PA"	1502	0.02493365	0.02615795
32	"PB2"	1686	0.993565535	1
32	"PB2"	341	0.7141395	1
32	"HA"	754	1	0.99196707
32	"PA"	1858	1	0.9717741
32	"PB1"	426	1	0.7484035
32	"PB1"	90	1	0.0570957
33	"HA"	754	0.028971	0.0106355
33	"PA"	1502	0.03641095	0.0508394
33	"HA"	594	1	0.98603554
33	"M"	428	1	0.994750045
33	"M"	894	1	0.994196825
33	"NA_"	135	1	0.9883991
33	"PB2"	1188	1	0.961966
34	"HA"	628	0.01756765	0.0155843
34	"HA"	754	0.987526235	1
34	"NA_"	755	0.839511	1
34	"NA_"	774	0.99170223	1
34	"PA"	1502	0.91663785	1
34	"PB1"	859	0.98981147	1
34	"HA"	1512	1	0.9701638
34	"HA"	1518	1	0.9580272
34	"NS"	389	1	0.97791665
34	"PB1"	2110	1	0.9848797
35	"HA"	153	0.994604405	1
35	"HA"	628	0.01238789	0.0133204
35	"M"	331	0.319966	1
35	"M"	64	0.99265741	1
35	"NA_"	1232	0.9839582	1
35	"PA"	1494	0.9848857	1
35	"PA"	1677	0.9893762	1
35	"PB1"	1549	0.9875049	1
35	"PB1"	591	0.988508845	1
35	"PB1"	615	0.9851017	1
35	"PB1"	810	0.9013869	1
35	"PB1"	815	0.9621524	1
35	"PB2"	1251	0.99203332	1
35	"PB2"	2238	0.842899	1
35	"PB1"	362	1	0.89420745
35	"PB2"	1827	1	0.9743274
36	"HA"	477	0.8854975	1
36	"HA"	830	0.990515205	1
36	"M"	556	0.9907986	1
36	"NA_"	843	0.014256	1
36	"NS"	401	0.850147	1
36	"PA"	2038	0.994331965	1
36	"PA"	295	0.977857	1
36	"PB2"	1710	0.991010515	1
36	"NA_"	154	1	0.9662816
36	"NP"	1094	1	0.41088
36	"NS"	687	1	0.991014365
36	"PA"	1450	1	0.6050475
36	"PB1"	281	1	0.9896922
36	"PB1"	567	1	0.98713935
36	"PB2"	622	1	0.4410505
36	"PB2"	723	1	0.99398527
37	"HA"	1178	0.97673225	1
37	"HA"	419	0.9919877	1
37	"HA"	537	0.9860418	1
37	"HA"	628	0.01126705	0.01472145
37	"HA"	753	0.97707035	1
37	"HA"	777	0.98780565	1
37	"M"	499	0.9888769	1
37	"M"	611	0.99171708	1
37	"NA_"	366	0.9887622	1
37	"NP"	1335	0.27732	1
37	"NP"	145	0.9808036	1
37	"NP"	552	0.983535	1
37	"NP"	92	0.99416051	1
37	"NP"	924	0.992446185	1
37	"NS"	744	0.99229241	1
37	"PA"	1030	0.99393475	1
37	"PA"	1635	0.9728559	1
37	"PA"	1828	0.98389815	1
37	"PA"	567	0.9607934	1
37	"PA"	606	0.988948725	1
37	"PA"	786	0.99277482	1
37	"PB1"	1194	0.97413795	1
37	"PB1"	1344	0.99032584	1
37	"PB1"	1430	0.8776553	1
37	"PB1"	573	0.99106906	1
37	"PB1"	574	0.97223435	1
37	"PB1"	60	0.9868024	1
37	"PB1"	611	0.91887245	1
37	"PB1"	613	0.91314515	1
37	"PB2"	1199	0.9860553	1
37	"PB2"	1377	0.98624915	1
37	"PB2"	295	0.6404855	1
37	"PB2"	421	0.9644842	1
37	"NP"	1351	1	0.993519215
37	"PA"	1818	1	0.8463315
37	"PA"	1844	1	0.98115835
37	"PA"	233	1	0.98212565
37	"PA"	234	1	0.9823414
37	"PA"	542	1	0.98101335
37	"PA"	639	1	0.99154988
37	"PB2"	2223	1	0.9816898
38	"HA"	1178	0.97673225	1
38	"HA"	419	0.9919877	1
38	"HA"	537	0.9860418	1
38	"HA"	628	0.01126705	0.01289855
38	"HA"	753	0.97707035	1
38	"HA"	777	0.98780565	1
38	"M"	499	0.9888769	1
38	"M"	611	0.99171708	1
38	"NA_"	366	0.9887622	1
38	"NP"	1335	0.27732	1
38	"NP"	145	0.9808036	1
38	"NP"	552	0.983535	1
38	"NP"	92	0.99416051	1
38	"NP"	924	0.992446185	1
38	"NS"	744	0.99229241	1
38	"PA"	1030	0.99393475	1
38	"PA"	1635	0.9728559	1
38	"PA"	1828	0.98389815	1
38	"PA"	567	0.9607934	1
38	"PA"	606	0.988948725	1
38	"PA"	786	0.99277482	1
38	"PB1"	1194	0.97413795	1
38	"PB1"	1344	0.99032584	1
38	"PB1"	1430	0.8776553	1
38	"PB1"	573	0.99106906	1
38	"PB1"	574	0.97223435	1
38	"PB1"	60	0.9868024	1
38	"PB1"	611	0.91887245	1
38	"PB1"	613	0.91314515	1
38	"PB2"	1199	0.9860553	1
38	"PB2"	1377	0.98624915	1
38	"PB2"	295	0.6404855	1
38	"PB2"	421	0.9644842	1
38	"HA"	1250	1	0.99395637
38	"HA"	872	1	0.9831303
38	"NA_"	1262	1	0.97953165
38	"NA_"	258	1	0.98023475
38	"NP"	1245	1	0.9775957
38	"NP"	1359	1	0.989836525
38	"NP"	146	1	0.9341556
38	"NP"	1534	1	0.9822675
38	"NP"	194	1	0.96103185
38	"NP"	300	1	0.9595709
38	"NP"	351	1	0.99216205
38	"NP"	892	1	0.96772655
38	"NS"	320	1	0.99192352
38	"PA"	103	1	0.990953425
38	"PA"	1399	1	0.9742949
38	"PA"	165	1	0.987908395
38	"PA"	1832	1	0.991971255
38	"PA"	1962	1	0.99065605
38	"PA"	2092	1	0.95645785
38	"PA"	2104	1	0.99434789
38	"PA"	703	1	0.9775803
38	"PA"	746	1	0.9531577
38	"PB1"	1463	1	0.9805412
38	"PB1"	1665	1	0.99117749
38	"PB1"	1998	1	0.9860084
38	"PB1"	269	1	0.98988112
38	"PB1"	567	1	0.98948385
38	"PB1"	675	1	0.9550258
38	"PB2"	1133	1	0.9863104
38	"PB2"	1227	1	0.9612307
38	"PB2"	1416	1	0.99022538
38	"PB2"	1599	1	0.9864521
38	"PB2"	1798	1	0.99370173
38	"PB2"	729	1	0.989802835
38	"PB2"	921	1	0.98557185
39	"HA"	1178	0.97673225	1
39	"HA"	419	0.9919877	1
39	"HA"	537	0.9860418	1
39	"HA"	628	0.01126705	0.014862
39	"HA"	753	0.97707035	1
39	"HA"	777	0.98780565	1
39	"M"	499	0.9888769	1
39	"M"	611	0.99171708	1
39	"NA_"	366	0.9887622	1
39	"NP"	1335	0.27732	1
39	"NP"	145	0.9808036	1
39	"NP"	552	0.983535	1
39	"NP"	92	0.99416051	1
39	"NP"	924	0.992446185	1
